	RS.v 	RS.u	RS.I	CH.v	CH.u	CH.I	IB.v	IB.u	IB.I	FS.v	FS.u	FS.I	LTS.v	LTS.u	LTS.I
158	-73.6817	-13.7162	-3.24596	-69.3131	-13.8797	3.40463	-72.7204	-13.7619	-8.44979	-71.567	-13.3156	0.899599	-68.9604	-14.1394	1.34523
159	-72.8287	-13.7366	-0.761424	-72.5117	-13.8793	-5.88361	-70.8868	-13.7775	1.97703	-71.0264	-13.3222	0.727163	-69.893	-14.1242	-1.42399
160	-72.2472	-13.7366	-0.59081	-76.9933	-13.8793	-10.6019	-69.7265	-13.7775	1.97965	-71.8017	-13.3222	-1.53066	-69.3826	-14.1242	0.960182
161	-72.6825	-13.7508	-2.15751	-76.2103	-13.9097	-4.46565	-71.2842	-13.7809	-2.73188	-73.3731	-13.3324	-3.67587	-69.896	-14.1085	-0.795764
162	-68.9409	-13.7508	5.83507	-69.9889	-13.9097	7.26426	-69.3859	-13.7809	3.17923	-73.9508	-13.3324	-2.96683	-67.7835	-14.1085	4.17844
163	-72.3289	-13.7516	-5.93637	-68.2928	-13.9115	3.48907	-70.8329	-13.7828	-2.32155	-74.4304	-13.3819	-3.2865	-69.2276	-14.0947	-1.86329
164	-73.9372	-13.7516	-4.58246	-68.7969	-13.9115	-0.0118121	-67.9255	-13.7828	5.50458	-74.8871	-13.3819	-3.73867	-69.0835	-14.0947	0.632947
165	-74.5106	-13.7723	-3.88078	-70.7002	-13.9084	-3.05425	-67.2367	-13.7789	2.66729	-71.0333	-13.4439	4.43816	-68.6062	-14.0792	1.37624
166	-71.0146	-13.7723	3.69959	-69.8392	-13.9084	1.37385	-72.7815	-13.7789	-9.51589	-69.9883	-13.4439	1.98341	-69.7536	-14.0792	-1.61549
167	-73.8959	-13.7809	-6.18483	-70.9541	-13.9096	-2.04284	-69.6104	-13.7944	4.58502	-70.4363	-13.4081	-0.332803	-68.0284	-14.0628	3.51675
168	-72.1235	-13.7809	0.819168	-69.5945	-13.9096	2.20072	-70.7644	-13.7944	-1.8748	-71.5615	-13.4081	-1.92785	-69.4788	-14.0628	-1.93618
169	-74.0807	-13.7938	-5.14978	-67.1129	-13.9098	5.29028	-71.8487	-13.8016	-2.44498	-72.0786	-13.4053	-1.47678	-69.5559	-14.0467	0.0848957
170	-74.5182	-13.7938	-3.78328	-67.5709	-13.9098	0.572987	-71.9934	-13.8016	-1.33685	-72.8587	-13.4053	-2.38533	-70.7036	-14.0467	-2.08353
171	-74.6008	-13.816	-3.48656	-68.5572	-13.9019	-0.661005	-70.7966	-13.8135	1.23703	-72.4251	-13.427	-0.580259	-69.2495	-14.029	2.41948
172	-70.2315	-13.816	5.31548	-71.8928	-13.9019	-5.79058	-65.798	-13.8135	9.68029	-72.6136	-13.427	-1.49417	-71.0518	-14.029	-3.20577
173	-69.0446	-13.8206	2.41676	-73.9049	-13.9114	-5.20503	-66.7615	-13.8004	0.0744572	-70.8408	-13.442	2.27723	-70.5498	-14.0108	0.299737
174	-71.1058	-13.8206	-3.40629	-72.4176	-13.9114	0.110303	-72.4407	-13.8004	-9.63524	-71.5792	-13.442	-1.4515	-70.403	-14.0108	-0.0592023
175	-70.1919	-13.8286	1.29488	-76.168	-13.9229	-9.09655	-70.1598	-13.8142	3.05854	-72.2727	-13.4361	-1.87624	-71.6259	-13.9933	-2.70493
176	-67.9956	-13.8286	4.44727	-72.8161	-13.9229	1.55837	-69.8665	-13.8142	0.6755	-72.0853	-13.4361	-0.631505	-71.598	-13.9933	-1.01874
177	-73.2012	-13.824	-9.19782	-68.6957	-13.9357	6.31104	-66.4664	-13.8174	7.06553	-72.0973	-13.4403	-0.885282	-71.0366	-13.9742	0.0686394
178	-73.0544	-13.824	-1.86111	-70.914	-13.9357	-3.6577	-68.2219	-13.8174	-1.70766	-71.0342	-13.4403	1.25169	-71.2013	-13.9742	-0.968446
179	-69.1733	-13.8398	5.7324	-72.8157	-13.9406	-4.32097	-67.9285	-13.8139	1.70976	-70.6148	-13.4244	0.735145	-69.5413	-13.9555	2.5672
180	-72.3475	-13.8398	-5.7195	-66.9593	-13.9406	9.76562	-65.1465	-13.8139	6.82139	-70.902	-13.4244	-0.382836	-69.6071	-13.9555	0.179677
181	-72.6475	-13.8523	-2.06867	-72.4441	-13.9296	-9.45571	-66.4713	-13.7982	-0.493749	-70.7748	-13.4076	0.256255	-69.5275	-13.9387	0.433174
182	-70.5005	-13.8523	2.57282	-71.4126	-13.9296	0.42802	-63.9965	-13.7982	6.77061	-72.074	-13.4076	-2.49496	-70.8524	-13.9387	-2.31392
183	-70.3717	-13.8573	0.0948623	-69.7656	-13.9367	2.43695	-65.3198	-13.7782	-0.284522	-72.5845	-13.4145	-1.84498	-71.1764	-13.9203	-1.12722
184	-68.5923	-13.8573	3.47304	-68.0392	-13.9367	3.65447	-67.936	-13.7782	-3.07864	-71.8638	-13.4145	0.208913	-70.5545	-13.9203	0.562308
185	-67.3843	-13.8545	3.32394	-66.2607	-13.9301	4.64309	-65.9634	-13.7744	5.235	-73.0427	-13.4167	-3.02951	-70.7497	-13.9022	-0.655678
186	-67.6845	-13.8545	0.840783	-67.3846	-13.9301	-0.49378	-67.9716	-13.7744	-2.02072	-71.3642	-13.4167	1.74446	-70.4994	-13.9022	0.126098
187	-65.674	-13.8482	5.34144	-64.7661	-13.9211	6.60261	-67.7562	-13.7708	1.70882	-71.6567	-13.4093	-0.894541	-72.3939	-13.884	-4.00077
188	-69.2175	-13.8482	-5.08816	-62.6389	-13.9211	6.37795	-69.7185	-13.7708	-2.55045	-69.7118	-13.4093	3.37668	-71.3175	-13.884	0.603195
189	-72.677	-13.8481	-6.32218	-63.8248	-13.8932	-0.0436233	-67.5792	-13.7743	4.67346	-67.5917	-13.3718	5.00049	-71.5711	-13.8648	-1.25126
190	-69.4238	-13.8481	4.76553	-67.5512	-13.8932	-5.16633	-63.8276	-13.7743	8.94699	-69.1268	-13.3718	-1.2291	-68.8907	-13.8648	4.45469
191	-65.9362	-13.8488	7.45941	-74.0926	-13.8855	-11.7465	-61.0753	-13.7541	7.90986	-69.9234	-13.3271	-0.471526	-68.6872	-13.8484	1.15851
192	-67.8211	-13.8488	-1.84076	-68.7939	-13.8855	7.58621	-61.6644	-13.7541	1.23641	-70.9877	-13.3271	-1.40993	-70.2932	-13.8484	-2.34151
193	-70.1182	-13.8431	-3.32568	-69.7721	-13.883	-1.17638	-61.2652	-13.7257	3.26634	-69.898	-13.3217	2.22067	-69.5831	-13.8302	1.39233
194	-66.2418	-13.8431	7.83825	-65.4538	-13.883	8.88815	-63.6193	-13.7257	-2.2447	-71.5981	-13.3217	-2.6611	-68.4606	-13.8302	2.65793
195	-61.0525	-13.8312	12.2254	-67.9252	-13.8672	-2.9248	-67.404	-13.7056	-5.09518	-71.482	-13.3282	-0.15057	-70.7506	-13.8142	-3.58128
196	-61.8624	-13.8312	0.715108	-69.5476	-13.8672	-2.03926	-70.0719	-13.7056	-3.75341	-72.699	-13.3282	-2.73928	-70.2235	-13.8142	0.767029
197	-63.9691	-13.8021	-1.81077	-73.226	-13.868	-6.96061	-74.1538	-13.7118	-7.91291	-71.575	-13.3546	1.00915	-69.756	-13.796	0.984739
198	-66.2767	-13.8021	-2.25368	-71.3652	-13.868	1.5016	-70.6073	-13.7118	4.19872	-70.7571	-13.3546	1.23684	-70.2214	-13.796	-0.582692
199	-68.5863	-13.7911	-2.74171	-70.0971	-13.8761	1.77447	-67.5921	-13.72	5.93956	-70.8072	-13.3421	0.068055	-70.0152	-13.7776	0.48154
200	-69.0709	-13.7911	0.00790305	-67.5736	-13.8761	5.11232	-65.6319	-13.72	5.41309	-70.2727	-13.3421	1.2164	-71.0895	-13.7776	-1.93528
201	-73.7876	-13.7916	-8.70165	-72.8312	-13.8689	-9.17097	-67.0136	-13.7081	-0.625789	-70.9516	-13.3218	-0.866488	-69.4322	-13.7581	2.83579
202	-70.6134	-13.7916	3.71046	-73.6572	-13.8689	-3.54024	-65.889	-13.7081	3.97625	-72.3048	-13.3218	-2.6355	-69.9892	-13.7581	-0.544277
203	-74.1825	-13.7982	-7.31297	-73.1507	-13.8861	-1.58514	-65.5952	-13.6975	2.6701	-72.9016	-13.3416	-2.1107	-71.1095	-13.7399	-1.99241
204	-72.0573	-13.7982	1.24307	-76.3095	-13.8861	-8.49123	-65.9625	-13.6975	1.43455	-71.5819	-13.3416	1.22006	-69.6353	-13.7399	2.49363
205	-70.6339	-13.8105	1.64485	-76.148	-13.9136	-4.94121	-64.0379	-13.6874	5.92205	-71.49	-13.3458	-0.206877	-69.9031	-13.722	-0.0620115
206	-68.1229	-13.8105	4.81515	-72.0543	-13.9136	3.07305	-63.7409	-13.6874	3.06213	-71.8258	-13.3458	-1.00033	-69.9579	-13.722	0.22611
207	-70.5432	-13.8067	-3.66581	-70.8258	-13.9236	1.14188	-66.384	-13.6686	-2.78539	-72.8125	-13.3541	-2.54803	-69.779	-13.7036	0.661075
208	-63.1039	-13.8067	14.7343	-72.2952	-13.9236	-3.38501	-67.0163	-13.6686	0.713375	-72.5939	-13.3541	-0.920809	-70.4001	-13.7036	-0.815139
209	-63.9088	-13.783	0.818883	-71.7121	-13.9343	-0.345301	-70.6122	-13.6633	-5.4262	-71.0196	-13.376	1.9689	-69.4841	-13.6846	1.88186
210	-60.5792	-13.783	9.0467	-75.6763	-13.9343	-9.00717	-74.8409	-13.6633	-8.50317	-69.9567	-13.376	2.0965	-71.0684	-13.6846	-2.55425
211	-60.8191	-13.7497	1.8396	-75.4112	-13.9583	-4.09873	-71.9987	-13.6894	2.17924	-69.2264	-13.3464	2.11039	-71.5948	-13.6647	-1.42419
212	-63.5784	-13.7497	-3.13132	-67.9771	-13.9583	10.4919	-75.7515	-13.6894	-8.55406	-69.8828	-13.3464	-0.219051	-73.5301	-13.6647	-4.5939
213	-64.6803	-13.729	0.249943	-72.5798	-13.9511	-8.11367	-72.7527	-13.7187	1.53415	-71.5047	-13.3184	-2.52036	-70.2791	-13.6417	4.22068
214	-64.9264	-13.729	1.8387	-74.0161	-13.9511	-4.6378	-72.2086	-13.7187	-0.585308	-72.4805	-13.3184	-2.26338	-70.0003	-13.6417	0.74545
215	-69.0838	-13.7141	-6.02926	-70.7887	-13.9681	3.4489	-68.6082	-13.7331	5.96192	-70.8211	-13.3418	2.26597	-71.4864	-13.6229	-2.61412
216	-70.169	-13.7141	-1.3685	-68.2982	-13.9681	4.51483	-69.3012	-13.7331	-0.361485	-71.1817	-13.3418	-0.582637	-71.2655	-13.6229	-0.161306
217	-73.7451	-13.7205	-6.96883	-66.4083	-13.9619	4.71701	-68.9523	-13.7357	1.36439	-70.9676	-13.3385	0.321627	-71.8307	-13.6024	-1.57658
218	-70.7572	-13.7205	3.44725	-67.5926	-13.9619	-0.691666	-70.1264	-13.7357	-1.4991	-72.8892	-13.3385	-3.79974	-72.4981	-13.6024	-2.1698
219	-66.0577	-13.7291	9.20115	-69.3366	-13.9531	-2.23723	-71.8414	-13.7414	-3.24215	-72.6087	-13.3675	-0.844923	-70.64	-13.5804	2.36542
220	-68.4308	-13.7291	-2.73153	-65.7924	-13.9531	7.51565	-73.002	-13.7414	-3.30313	-73.1648	-13.3675	-2.31698	-69.7834	-13.5804	1.73243
221	-66.2768	-13.7283	5.42186	-65.8071	-13.9372	1.83407	-69.7626	-13.7586	4.57576	-72.3722	-13.3987	-0.0817803	-70.6446	-13.5615	-1.17471
222	-64.3628	-13.7283	5.77915	-63.2682	-13.9372	6.95315	-71.2553	-13.7586	-2.60381	-70.4677	-13.3987	2.7619	-69.9022	-13.5615	1.51993
223	-65.0442	-13.7112	1.02008	-65.8751	-13.9115	-2.92468	-74.5758	-13.7685	-7.21595	-71.3906	-13.3764	-1.53395	-70.2582	-13.5424	-0.215311
224	-67.9892	-13.7112	-3.61006	-72.8652	-13.9115	-12.0973	-69.836	-13.7685	6.12822	-70.8357	-13.3764	0.821682	-71.6828	-13.5424	-2.5492
225	-68.1367	-13.7089	1.0385	-68.328	-13.9247	7.11533	-69.0343	-13.7725	1.93229	-69.1452	-13.3632	3.47538	-72.0636	-13.5211	-1.42687
226	-72.5602	-13.7089	-7.57681	-67.8798	-13.9247	1.86316	-69.1634	-13.7725	0.511348	-69.1675	-13.3632	1.07587	-69.7779	-13.5211	3.64175
227	-74.895	-13.725	-6.17673	-68.6833	-13.9178	-0.439526	-73.0197	-13.7737	-7.01099	-69.8815	-13.3201	-0.319359	-70.0213	-13.5019	0.12342
228	-71.7749	-13.725	2.61981	-67.9968	-13.9178	2.17592	-73.5787	-13.7737	-3.06833	-70.0593	-13.3201	0.394742	-70.3138	-13.5019	-0.0996213
229	-66.8713	-13.7376	8.89125	-69.4102	-13.9114	-1.70313	-73.3108	-13.7925	-1.89736	-69.938	-13.298	0.886769	-71.4426	-13.482	-1.95175
230	-69.4139	-13.7376	-3.33707	-67.1758	-13.9114	4.89736	-68.606	-13.7925	7.19227	-71.5926	-13.298	-2.57009	-71.6009	-13.482	-0.747449
231	-69.789	-13.7405	-0.149767	-67.1092	-13.9019	1.59735	-68.3386	-13.7911	1.5009	-71.6766	-13.3068	-0.522994	-71.3511	-13.4605	-0.0454311
232	-74.533	-13.7405	-9.10362	-62.1615	-13.9019	11.3937	-70.6062	-13.7911	-3.43988	-71.2994	-13.3068	0.329247	-71.6081	-13.4605	-0.858201
233	-72.353	-13.7638	1.07781	-64.5725	-13.8725	-2.47849	-71.0764	-13.7977	-1.10994	-70.0524	-13.3092	2.34004	-72.2516	-13.4388	-1.81578
234	-72.9574	-13.7638	-2.60597	-70.4656	-13.8725	-9.58036	-70.1016	-13.7977	1.45971	-71.2738	-13.3092	-1.78368	-73.1522	-13.4388	-2.79389
235	-71.888	-13.7803	0.250864	-71.2033	-13.8769	-1.63596	-70.9399	-13.8021	-1.53553	-72.2597	-13.3109	-2.1102	-74.9117	-13.4152	-5.24651
236	-73.3296	-13.7803	-3.93896	-70.7811	-13.8769	0.187589	-71.4038	-13.8021	-1.32925	-71.0842	-13.3109	1.47997	-72.9966	-13.4152	0.502991
237	-73.7477	-13.7981	-3.05782	-71.0644	-13.8825	-0.936515	-73.1104	-13.8117	-4.13637	-70.7741	-13.3089	0.611762	-73.6135	-13.3916	-2.80614
238	-74.0837	-13.7981	-3.28052	-69.2608	-13.8825	3.04085	-71.2611	-13.8117	1.63357	-70.8235	-13.3089	0.103998	-72.0808	-13.3916	0.983348
239	-69.066	-13.8184	7.12017	-74.2789	-13.8819	-9.49698	-72.1425	-13.8205	-2.39475	-71.5092	-13.3022	-1.20151	-71.5735	-13.369	0.201354
240	-65.7434	-13.8184	7.35222	-69.2294	-13.8819	6.91739	-68.2523	-13.8205	6.49075	-71.4138	-13.3022	-0.108043	-70.6699	-13.369	1.39505
241	-64.1276	-13.805	5.24241	-75.9539	-13.8811	-12.8922	-71.5789	-13.8171	-5.54728	-70.6517	-13.3072	1.29362	-69.9654	-13.3481	1.62016
242	-63.4896	-13.805	3.61492	-73.1043	-13.8811	0.827652	-71.2117	-13.8171	-0.12976	-72.6572	-13.3072	-3.72614	-68.2503	-13.3481	4.10278
243	-64.482	-13.7829	0.421064	-70.4351	-13.8959	3.20916	-70.2353	-13.8256	1.34991	-70.2887	-13.335	3.55302	-68.2126	-13.3299	1.65464
244	-68.7534	-13.7829	-6.23291	-70.4539	-13.8959	-0.202074	-71.5881	-13.8256	-2.67451	-68.868	-13.335	3.32976	-68.9336	-13.3299	0.172867
245	-69.7567	-13.7822	-1.10366	-67.1745	-13.8998	6.38215	-69.6609	-13.8355	2.97498	-68.9127	-13.2891	1.20361	-70.6465	-13.3109	-2.16134
246	-72.6413	-13.7822	-5.40785	-67.2889	-13.8998	1.24737	-69.9691	-13.8355	-0.252988	-71.6624	-13.2891	-4.18355	-71.1328	-13.3109	-0.688185
247	-68.6788	-13.7972	6.27884	-72.4298	-13.891	-8.84903	-70.6214	-13.8386	-1.12155	-71.0244	-13.3001	0.878984	-72.1117	-13.2891	-1.99974
248	-70.2961	-13.7972	-2.30881	-72.9825	-13.891	-2.69042	-72.0889	-13.8386	-3.16184	-71.8922	-13.3001	-1.69239	-73.4777	-13.2891	-3.46638
249	-71.0726	-13.8024	-1.53125	-74.6186	-13.9051	-5.30843	-75.2894	-13.8502	-7.66753	-70.6589	-13.3143	1.88801	-70.9968	-13.2643	3.10236
250	-72.7504	-13.8024	-3.84761	-72.8453	-13.9051	0.0170573	-71.193	-13.8502	4.04987	-68.7876	-13.3143	4.01556	-69.9576	-13.2643	2.17632
251	-72.6636	-13.8174	-1.5817	-70.6903	-13.9184	2.37388	-77.164	-13.858	-12.565	-68.647	-13.269	1.63555	-70.7625	-13.2437	-0.848823
252	-73.0324	-13.8174	-2.43681	-71.5427	-13.9184	-2.05653	-74.1555	-13.858	-0.192265	-68.5033	-13.269	1.75703	-71.2582	-13.2437	-0.715788
253	-75.4447	-13.8331	-6.82922	-73.3064	-13.9262	-4.46658	-69.9045	-13.8774	5.45995	-68.6971	-13.2229	1.1517	-69.4292	-13.2214	3.59612
254	-73.5535	-13.8331	-0.503467	-71.522	-13.9262	1.22141	-67.5818	-13.8774	4.82485	-71.9398	-13.2229	-4.99436	-69.7727	-13.2214	0.420905
255	-69.1489	-13.8507	6.33895	-72.4856	-13.9338	-2.85909	-67.8386	-13.8702	0.82608	-71.5121	-13.2457	0.317942	-70.6159	-13.2008	-0.773372
256	-68.7043	-13.8507	1.52018	-70.8442	-13.9338	1.61055	-66.4784	-13.8702	3.96008	-71.5747	-13.2457	-0.36964	-71.5354	-13.2008	-1.42449
257	-62.0353	-13.8485	14.1976	-70.955	-13.9385	-0.690343	-67.5977	-13.8587	-0.491951	-73.5101	-13.2594	-4.16051	-71.5198	-13.178	-0.185115
258	-63.6758	-13.8485	-0.888278	-70.1624	-13.9385	1.0373	-66.7223	-13.8587	3.1027	-71.8036	-13.2594	1.55466	-71.9965	-13.178	-1.13569
259	-67.0252	-13.8262	-4.3526	-70.3491	-13.9403	-0.41039	-65.3514	-13.8484	4.41999	-72.2396	-13.276	-1.34362	-71.1916	-13.1544	1.07443
260	-70.4667	-13.8262	-5.27831	-69.0981	-13.9403	2.34723	-68.3743	-13.8484	-3.96957	-73.3402	-13.276	-3.02162	-71.3221	-13.1544	-0.187156
261	-64.7167	-13.8316	11.3851	-68.6813	-13.9379	1.40199	-68.5872	-13.845	0.59544	-72.0585	-13.3196	0.837007	-72.0664	-13.1316	-1.50613
262	-64.945	-13.8316	1.76521	-68.4974	-13.9379	1.15145	-66.5047	-13.845	5.0879	-70.9805	-13.3196	1.43181	-74.185	-13.1316	-4.77958
263	-65.3947	-13.8147	1.27999	-65.5053	-13.9332	6.85748	-64.6658	-13.8341	5.44131	-71.431	-13.3148	-0.847475	-72.8931	-13.1052	0.240527
264	-71.3003	-13.8147	-9.71111	-66.9319	-13.9332	-0.897535	-69.2544	-13.8341	-6.94897	-70.955	-13.3148	0.69681	-72.4164	-13.1052	-0.222526
265	-67.4112	-13.8236	7.11561	-67.0539	-13.9222	1.28712	-70.6793	-13.8344	-2.25868	-71.0735	-13.31	-0.161332	-72.4209	-13.0808	-0.79766
266	-73.0748	-13.8236	-9.8657	-63.9414	-13.9222	7.72329	-71.4425	-13.8344	-1.78696	-70.6234	-13.31	0.900022	-72.3977	-13.0808	-0.721315
267	-68.8964	-13.8395	6.31014	-65.0816	-13.8995	-0.03581	-74.482	-13.8435	-6.86202	-71.705	-13.2995	-1.86287	-74.1427	-13.0564	-4.23935
268	-67.8519	-13.8395	2.86303	-70.5113	-13.8995	-8.77535	-71.925	-13.8435	1.77765	-70.0706	-13.2995	2.83014	-73.6429	-13.0564	-1.22896
269	-66.584	-13.8341	3.80063	-72.9523	-13.9036	-5.09881	-72.8902	-13.8543	-3.07716	-71.0453	-13.2796	-1.29153	-72.8272	-13.0302	-0.141444
270	-71.306	-13.8341	-7.69525	-69.2663	-13.9036	5.34846	-69.7986	-13.8543	4.26076	-70.5348	-13.2796	1.07051	-72.0983	-13.0302	0.411423
271	-72.8977	-13.8426	-3.86926	-67.5298	-13.9026	3.9881	-70.1038	-13.8564	-0.345501	-69.2518	-13.2705	2.95414	-72.0188	-13.0059	-0.306287
272	-69.5641	-13.8426	4.75011	-64.233	-13.9026	7.92907	-66.4775	-13.8564	7.33347	-70.1839	-13.2705	-0.708313	-71.4577	-13.0059	0.741966
273	-70.4549	-13.844	-1.37027	-66.7822	-13.8815	-2.87124	-69.9633	-13.8452	-5.21091	-71.0043	-13.2557	-1.0229	-72.0712	-12.9822	-1.19258
274	-66.6028	-13.844	7.57896	-66.951	-13.8815	1.29756	-69.5021	-13.8452	1.09919	-72.2662	-13.2557	-2.42252	-72.2254	-12.9822	-0.704753
275	-66.4691	-13.8336	1.99994	-68.238	-13.8716	-0.997969	-72.3553	-13.8463	-5.26288	-71.6897	-13.2813	0.332288	-73.4404	-12.9574	-2.94554
276	-68.5569	-13.8336	-2.38931	-67.6277	-13.8716	2.28188	-71.8737	-13.8463	-0.518094	-70.7623	-13.2813	1.44536	-72.365	-12.9574	0.655623
277	-65.9792	-13.8311	6.10443	-70.7734	-13.8647	-4.96478	-71.1855	-13.8569	0.265381	-71.5391	-13.2762	-1.31544	-71.5244	-12.9324	1.08107
278	-65.0146	-13.8311	3.86386	-68.7378	-13.8647	3.71857	-72.7005	-13.8569	-3.65442	-70.9387	-13.2762	0.906332	-73.1781	-12.9324	-3.24731
279	-62.1692	-13.8145	7.85679	-69.4801	-13.8624	-0.65566	-70.1105	-13.8706	3.41118	-69.9156	-13.275	2.17147	-71.4378	-12.9062	2.23734
280	-62.1321	-13.8145	2.50526	-70.6837	-13.8624	-1.96847	-69.9153	-13.8706	0.453081	-72.0073	-13.275	-3.40798	-72.5282	-12.9062	-2.03249
281	-65.6405	-13.7868	-4.58673	-76.3848	-13.8679	-11.6934	-67.7245	-13.8728	4.5616	-73.4631	-13.2938	-3.55211	-70.9575	-12.8808	2.46256
282	-68.792	-13.7868	-4.23436	-75.7325	-13.8679	-4.02475	-68.686	-13.8728	-0.637711	-72.7916	-13.2938	-0.508408	-71.8533	-12.8808	-1.28349
283	-70.1176	-13.7862	-1.77148	-78.0506	-13.8934	-9.25799	-66.7209	-13.8701	4.77683	-73.6168	-13.3254	-2.93094	-72.847	-12.856	-2.11749
284	-69.047	-13.7862	2.28382	-70.6894	-13.8934	7.40612	-71.4386	-13.8701	-7.76827	-74.2308	-13.3254	-3.24675	-73.5949	-12.856	-2.38413
285	-72.8777	-13.7867	-6.91211	-69.6244	-13.8983	1.80394	-70.0875	-13.8784	1.8862	-73.1787	-13.3808	-0.475768	-72.9966	-12.8289	-0.333305
286	-68.8184	-13.7867	6.27403	-71.8307	-13.8983	-4.09122	-71.7318	-13.8784	-3.21988	-70.9553	-13.3808	2.75469	-73.0949	-12.8289	-1.18261
287	-68.0764	-13.7862	2.35053	-71.4594	-13.9077	-0.388315	-68.8415	-13.8878	4.74306	-69.4161	-13.3694	3.08796	-73.1002	-12.8024	-1.07953
288	-65.487	-13.7862	6.39862	-73.2295	-13.9077	-4.4087	-75.3444	-13.8878	-12.2522	-71.6933	-13.3694	-3.58707	-72.6307	-12.8024	-0.108009
289	-61.7677	-13.7724	9.54547	-73.0997	-13.9224	-2.00288	-74.4361	-13.9114	-2.42027	-70.5102	-13.3729	1.86606	-71.5936	-12.7762	1.41658
290	-65.2465	-13.7724	-4.50149	-69.8553	-13.9224	4.32211	-73.0015	-13.9114	-0.490989	-70.5493	-13.3729	0.232357	-70.2538	-12.7762	2.84563
291	-65.0921	-13.758	2.48477	-73.255	-13.9234	-6.63585	-74.6873	-13.9252	-5.44441	-70.4311	-13.3547	0.521903	-70.3089	-12.7529	0.958684
292	-64.9252	-13.758	2.55705	-73.6309	-13.9234	-3.05192	-77.0452	-13.9252	-8.33222	-72.0102	-13.3547	-2.77895	-71.4176	-12.7529	-1.1594
293	-65.8966	-13.7425	0.313992	-75.4104	-13.9395	-6.18843	-76.598	-13.9549	-5.24329	-72.9197	-13.3656	-2.54145	-70.4837	-12.728	2.18398
294	-67.9209	-13.7425	-2.00269	-69.5165	-13.9395	7.43126	-77.6873	-13.9549	-7.8337	-70.4935	-13.3656	3.39387	-70.9748	-12.728	-0.00977927
295	-69.5705	-13.7394	-1.96726	-73.2137	-13.9388	-7.0532	-74.0946	-13.9865	0.254345	-70.4174	-13.3471	0.480755	-73.2977	-12.7035	-3.99671
296	-64.8884	-13.7394	9.87517	-77.8064	-13.9388	-11.4654	-71.648	-13.9865	1.77934	-69.88	-13.3471	1.47036	-70.8953	-12.7035	3.68759
297	-68.974	-13.7241	-5.88867	-76.06	-13.9712	-3.5674	-72.1567	-13.9934	-2.10147	-70.6713	-13.3189	-0.858244	-71.7672	-12.6791	-1.01647
298	-73.0363	-13.7241	-7.27523	-74.7815	-13.9712	-2.51924	-69.4086	-13.9934	4.02278	-71.4564	-13.3189	-1.30997	-74.8878	-12.6791	-6.10563
299	-72.1183	-13.7418	-0.0787316	-73.6003	-13.9909	-1.39217	-70.1104	-13.9912	-1.05625	-71.5428	-13.3231	-0.450525	-73.4491	-12.6496	0.310134
300	-67.4982	-13.7418	8.04808	-69.0414	-13.9909	6.4482	-69.6003	-13.9912	0.96247	-71.6391	-13.3231	-0.536498	-72.578	-12.6496	0.547282
301	-63.2448	-13.7369	10.0157	-66.4311	-13.9873	5.76808	-72.9891	-13.9897	-6.53549	-72.8042	-13.3302	-2.74428	-72.0075	-12.6228	0.678739
302	-68.9618	-13.7369	-8.94304	-64.2543	-13.9873	5.99815	-74.9791	-13.9897	-6.12055	-72.3817	-13.3302	-0.482229	-72.5809	-12.6228	-1.13535
303	-67.2469	-13.738	4.2727	-63.5175	-13.9645	3.61337	-81.2426	-14.0099	-16.4959	-70.7838	-13.3506	2.20959	-71.2602	-12.5958	2.20377
304	-74.5286	-13.738	-12.9529	-63.7217	-13.9645	1.8357	-78.859	-14.0099	-7.04397	-71.0213	-13.3506	-0.320397	-71.5152	-12.5958	0.0744213
305	-71.9947	-13.7614	1.7923	-62.7793	-13.9401	4.11054	-77.93	-14.0451	-6.60662	-71.5497	-13.3434	-1.06177	-71.4451	-12.5701	0.543516
306	-70.7904	-13.7614	1.29124	-65.6811	-13.9401	-3.49681	-75.6415	-14.0451	-2.74147	-71.4355	-13.3434	-0.141029	-71.8929	-12.5701	-0.416408
307	-66.579	-13.7693	8.16216	-61.9467	-13.924	9.37378	-72.2624	-14.0668	2.05523	-70.969	-13.3447	0.645956	-71.2015	-12.5437	1.53362
308	-63.9977	-13.7693	6.97775	-66.4824	-13.924	-6.75763	-76.3416	-14.0668	-9.78742	-72.5597	-13.3447	-3.145	-70.9818	-12.5437	1.11709
309	-67.2677	-13.7499	-4.1491	-66.2209	-13.9115	2.21468	-69.911	-14.0908	7.38088	-75.0306	-13.3669	-6.08439	-70.6973	-12.5183	1.39769
310	-67.0845	-13.7499	1.95718	-68.7581	-13.9115	-3.28985	-63.9519	-14.0908	11.8804	-72.8853	-13.3669	0.89304	-72.0588	-12.5183	-1.67912
311	-68.332	-13.7433	-0.835641	-70.438	-13.9083	-2.58776	-68.2078	-14.0648	-6.43687	-72.5275	-13.393	-0.715456	-72.7652	-12.4915	-1.33604
312	-68.683	-13.7433	0.444253	-67.1876	-13.9083	6.32196	-75.2743	-14.0648	-13.251	-71.6096	-13.393	0.670802	-73.6626	-12.4915	-2.25135
313	-69.3223	-13.7431	-0.30107	-68.0349	-13.8989	-0.231801	-75.6113	-14.0846	-5.01601	-72.7973	-13.3926	-2.8378	-72.2678	-12.4626	1.56395
